Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,17702.119141,17713.759766,17450.769531,17450.769531,000,17450.769531
2014-12-30,17702.119141,17713.759766,17450.769531,17450.769531,000,17450.769531
2014-12-29,17914.550781,17914.550781,17525.660156,17729.839844,000,17729.839844
2014-12-26,17778.910156,17843.730469,17769.009766,17818.960938,000,17818.960938
2014-12-25,17804.839844,17832.470703,17773.589844,17808.75,000,17808.75
2014-12-24,17842.039062,17875.410156,17800.419922,17854.230469,000,17854.230469
2014-12-22,17685.529297,17692.580078,17572.619141,17635.140625,000,17635.140625
2014-12-19,17511.009766,17621.400391,17471.599609,17621.400391,000,17621.400391
2014-12-18,17210.050781,17210.050781,17210.050781,17210.050781,000,17210.050781
2014-12-17,16689.339844,16891.019531,16672.939453,16819.730469,161300,16819.730469
2014-12-16,16862.419922,16895.390625,16714.830078,16755.320312,160300,16755.320312
2014-12-15,17099.400391,17099.400391,17099.400391,17099.400391,000,17099.400391
2014-12-12,17317.689453,17526.189453,17298.189453,17371.580078,214500,17371.580078
2014-12-11,17180.490234,17289.730469,17043.630859,17257.400391,151400,17257.400391
2014-12-10,17623.349609,17658.140625,17308.820312,17412.580078,000,17412.580078
2014-12-09,17813.380859,17813.380859,17813.380859,17813.380859,000,17813.380859
2014-12-08,18004.660156,18030.830078,17869.740234,17935.640625,134700,17935.640625
2014-12-05,17821.849609,17922.289062,17759.359375,17920.449219,128900,17920.449219
2014-12-04,17881.910156,17912.589844,17813.009766,17887.210938,142200,17887.210938
2014-12-03,17720.429688,17720.429688,17720.429688,17720.429688,000,17720.429688
2014-12-02,17481.060547,17687.699219,17476.419922,17663.220703,125200,17663.220703
2014-12-01,17475.099609,17649.019531,17474.269531,17590.099609,000,17590.099609
2014-11-28,17340.160156,17471.900391,17330.839844,17459.849609,149100,17459.849609
2014-11-27,17310.490234,17346.849609,17212.480469,17248.50,000,17248.50
2014-11-26,17347.970703,17432.570312,17335.990234,17383.580078,136500,17383.580078
2014-11-25,17490.390625,17490.390625,17372.710938,17407.619141,170600,17407.619141
2014-11-24,17357.509766,17357.509766,17357.509766,17357.509766,000,17357.509766
2014-11-21,17285.720703,17381.589844,17108.199219,17357.509766,156300,17357.509766
2014-11-20,17407.689453,17407.689453,17270.699219,17300.859375,144000,17300.859375
2014-11-19,17384.310547,17472.570312,17280.759766,17288.75,170100,17288.75
2014-11-18,17188.839844,17356.759766,17186.50,17344.060547,158100,17344.060547
2014-11-17,17381.380859,17409.320312,16907.429688,16973.800781,192800,16973.800781
2014-11-14,17520.539062,17520.539062,17300.189453,17490.830078,196000,17490.830078
2014-11-13,17192.00,17400.769531,17099.949219,17392.789062,159800,17392.789062
2014-11-12,17253.119141,17443.740234,17170.00,17197.050781,193300,17197.050781
2014-11-11,16869.490234,17160.119141,16855.300781,17124.109375,154000,17124.109375
2014-11-10,16758.269531,16818.050781,16713.369141,16780.529297,125600,16780.529297
2014-11-07,16934.039062,16938.199219,16824.080078,16880.380859,153300,16880.380859
2014-11-06,16993.460938,17045.939453,16725.449219,16792.480469,199000,16792.480469
2014-11-05,16785.439453,16995.019531,16778.279297,16937.320312,232200,16937.320312
2014-11-04,16732.849609,17127.660156,16720.990234,16862.470703,335600,16862.470703
2014-10-31,15817.139648,16533.910156,15817.139648,16413.759766,268500,16413.759766
2014-10-30,15596.50,15701.040039,15584.830078,15658.200195,184100,15658.200195
2014-10-29,15442.389648,15595.290039,15394.790039,15553.910156,148800,15553.910156
2014-10-28,15363.280273,15374.459961,15263.360352,15329.910156,122300,15329.910156
2014-10-27,15404.280273,15424.049805,15333.709961,15388.719727,121000,15388.719727
2014-10-24,15354.349609,15377.049805,15232.00,15291.639648,121800,15291.639648
2014-10-23,15093.780273,15232.509766,15059.639648,15138.959961,119600,15138.959961
2014-10-22,15038.19043,15195.780273,15001.429688,15195.769531,137400,15195.769531
2014-10-21,15115.290039,15115.290039,14761.839844,14804.280273,143000,14804.280273
2014-10-20,14822.839844,15111.230469,14819.69043,15111.230469,162000,15111.230469
2014-10-17,14796.320312,14830.669922,14529.030273,14532.509766,178600,14532.509766
2014-10-16,14805.160156,14807.080078,14672.549805,14738.379883,198900,14738.379883
2014-10-15,15009.75,15084.610352,14916.650391,15073.519531,152600,15073.519531
2014-10-14,14936.509766,14936.509766,14936.509766,14936.509766,000,14936.509766
2014-10-13,15300.549805,15300.549805,15300.549805,15300.549805,000,15300.549805
2014-10-10,15292.879883,15345.780273,15221.830078,15300.549805,186100,15300.549805
2014-10-09,15681.530273,15732.320312,15461.089844,15478.929688,141000,15478.929688
